序号	传输方向	时间戳	ID	帧格式	帧类型	长度	数据	
7233	接收	 13:24:49.831.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
7234	接收	 13:24:49.831.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
7235	接收	 13:24:49.831.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
7236	接收	 13:24:49.831.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
7237	接收	 13:24:49.831.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
7238	接收	 13:24:49.831.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
7239	接收	 13:24:49.831.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
7240	接收	 13:24:49.831.0	0x00000669	数据帧	标准帧	8	07 20 FA 00 00 07 40 02 
7241	接收	 13:24:49.831.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 4A 05 F9 
7242	接收	 13:24:49.831.0	0x00000737	数据帧	标准帧	8	FB FF FA 6F FF 7F 9E 6C 
7243	接收	 13:24:49.831.0	0x00000738	数据帧	标准帧	6	04 EA 00 F2 03 00 
7244	接收	 13:24:49.831.0	0x00000739	数据帧	标准帧	8	10 A8 03 4D 03 38 0F 85 
7245	接收	 13:24:49.831.0	0x0000073a	数据帧	标准帧	8	3F 1E 23 F0 FF 00 08 7F 
7246	接收	 13:24:49.831.0	0x0000073b	数据帧	标准帧	8	A5 09 44 04 F2 03 3F 04 
7247	接收	 13:24:49.831.0	0x0000073c	数据帧	标准帧	8	11 D9 04 F5 03 CE 0F 83 
7248	接收	 13:24:49.831.0	0x0000073d	数据帧	标准帧	8	3F 1F 2C F2 FF 00 08 7F 
7249	接收	 13:24:49.831.0	0x0000073e	数据帧	标准帧	8	65 FD F9 00 24 00 36 00 
7250	接收	 13:24:49.831.0	0x0000073f	数据帧	标准帧	8	0E 1B 05 A2 03 D6 0F 83 
7251	接收	 13:24:49.831.0	0x00000740	数据帧	标准帧	8	3F 20 48 F2 FF 00 08 7F 
7252	接收	 13:24:49.831.0	0x00000741	数据帧	标准帧	8	1F 00 1B 01 DF 03 9D 01 
7253	接收	 13:24:49.831.0	0x00000742	数据帧	标准帧	8	14 60 07 BE 03 5E 00 40 
7254	接收	 13:24:49.831.0	0x00000743	数据帧	标准帧	8	3F 21 01 F0 FF 00 08 7F 
7255	接收	 13:24:49.831.0	0x00000744	数据帧	标准帧	8	93 02 FF 7F 00 00 C8 00 
7256	接收	 13:24:49.831.0	0x00000766	数据帧	标准帧	8	F0 1D FE 13 80 64 7F 0B 
7257	接收	 13:24:49.831.0	0x00000767	数据帧	标准帧	4	02 80 03 97 
7258	接收	 13:24:49.831.0	0x00000768	数据帧	标准帧	8	F0 B7 00 13 80 64 7F 11 
7259	接收	 13:24:49.831.0	0x00000769	数据帧	标准帧	4	02 80 D1 B3 
7260	接收	 13:24:49.831.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
7261	接收	 13:24:49.831.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
7262	接收	 13:24:49.831.0	0x0000076c	数据帧	标准帧	8	C1 5E FD FF 7F FF 7F 0D 
7263	接收	 13:24:49.831.0	0x0000076d	数据帧	标准帧	4	03 80 00 80 
7264	接收	 13:24:49.831.0	0x0000076e	数据帧	标准帧	8	C1 9C 03 FF 7F FF 7F 13 
7265	接收	 13:24:49.831.0	0x0000076f	数据帧	标准帧	4	FD 7F 00 80 
7266	接收	 13:24:49.831.0	0x00000728	数据帧	标准帧	3	01 08 00 
7267	接收	 13:24:49.862.0	0x00000440	数据帧	标准帧	8	00 00 31 00 00 00 00 00 
7268	接收	 13:24:49.925.0	0x00000700	数据帧	标准帧	8	00 00 00 01 00 00 07 00 
7269	接收	 13:24:49.925.0	0x00000760	数据帧	标准帧	8	00 86 2F 00 00 00 00 00 
7270	接收	 13:24:49.925.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
7271	接收	 13:24:49.925.0	0x00000703	数据帧	标准帧	7	80 01 EC 01 C5 FE 2F 
7272	接收	 13:24:49.925.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
7273	接收	 13:24:49.925.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
7274	接收	 13:24:49.925.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
7275	接收	 13:24:49.925.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
7276	接收	 13:24:49.925.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
7277	接收	 13:24:49.925.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
7278	接收	 13:24:49.925.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
7279	接收	 13:24:49.925.0	0x00000669	数据帧	标准帧	8	07 20 FA 00 00 07 40 02 
7280	接收	 13:24:49.925.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 49 BC 38 
7281	接收	 13:24:49.925.0	0x00000737	数据帧	标准帧	8	FB FF FB 6F FF 7F 4F 6C 
7282	接收	 13:24:49.925.0	0x00000738	数据帧	标准帧	6	04 35 00 F2 03 00 
7283	接收	 13:24:49.925.0	0x00000739	数据帧	标准帧	8	10 9E 03 4C 03 37 0F 85 
7284	接收	 13:24:49.925.0	0x0000073a	数据帧	标准帧	8	3F 1E 24 F0 FF 00 08 7F 
7285	接收	 13:24:49.925.0	0x0000073b	数据帧	标准帧	8	A1 09 06 04 F4 03 4F 04 
7286	接收	 13:24:49.925.0	0x0000073c	数据帧	标准帧	8	11 DA 04 F5 03 D0 0F 83 
7287	接收	 13:24:49.925.0	0x0000073d	数据帧	标准帧	8	3F 1F 2D F2 FF 00 08 7F 
7288	接收	 13:24:49.925.0	0x0000073e	数据帧	标准帧	8	E2 FD 32 01 24 00 33 00 
7289	接收	 13:24:49.925.0	0x0000073f	数据帧	标准帧	8	0E 14 05 A3 03 D3 0F 83 
7290	接收	 13:24:49.925.0	0x00000740	数据帧	标准帧	8	3F 20 49 F2 FF 00 08 7F 
7291	接收	 13:24:49.925.0	0x00000741	数据帧	标准帧	8	D4 FF 13 01 DE 03 9C 01 
7292	接收	 13:24:49.925.0	0x00000742	数据帧	标准帧	8	14 5C 07 BC 03 62 00 80 
7293	接收	 13:24:49.925.0	0x00000743	数据帧	标准帧	8	3F 21 02 F0 FF 00 08 7F 
7294	接收	 13:24:49.925.0	0x00000744	数据帧	标准帧	8	1C 03 FF 7F 00 00 CD 00 
7295	接收	 13:24:49.925.0	0x00000766	数据帧	标准帧	8	F0 1D FE 12 80 5B 7F 0B 
7296	接收	 13:24:49.925.0	0x00000767	数据帧	标准帧	4	01 80 05 96 
7297	接收	 13:24:49.925.0	0x00000768	数据帧	标准帧	8	F0 B8 00 12 80 5B 7F 10 
7298	接收	 13:24:49.925.0	0x00000769	数据帧	标准帧	4	01 80 D3 B2 
7299	接收	 13:24:49.925.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
7300	接收	 13:24:49.925.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
7301	接收	 13:24:49.925.0	0x0000076c	数据帧	标准帧	8	C1 5D FD FF 7F FF 7F 0E 
7302	接收	 13:24:49.925.0	0x0000076d	数据帧	标准帧	4	03 80 00 80 
7303	接收	 13:24:49.925.0	0x0000076e	数据帧	标准帧	8	C1 9E 03 FF 7F FF 7F 12 
7304	接收	 13:24:49.925.0	0x0000076f	数据帧	标准帧	4	FE 7F 00 80 
7305	接收	 13:24:49.925.0	0x00000728	数据帧	标准帧	3	01 08 00 
7306	接收	 13:24:49.972.0	0x00000440	数据帧	标准帧	8	00 00 31 00 00 00 00 00 
7307	接收	 13:24:50.036.0	0x00000700	数据帧	标准帧	8	00 00 00 01 00 00 07 00 
7308	接收	 13:24:50.036.0	0x00000760	数据帧	标准帧	8	00 86 2F 00 00 00 00 00 
7309	接收	 13:24:50.036.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
7310	接收	 13:24:50.036.0	0x00000703	数据帧	标准帧	7	80 01 DA 00 E9 FD CB 
7311	接收	 13:24:50.036.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
7312	接收	 13:24:50.036.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
7313	接收	 13:24:50.036.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
7314	接收	 13:24:50.036.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
7315	接收	 13:24:50.036.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
7316	接收	 13:24:50.036.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
7317	接收	 13:24:50.036.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
7318	接收	 13:24:50.036.0	0x00000669	数据帧	标准帧	8	07 10 FA 00 00 07 40 02 
7319	接收	 13:24:50.036.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 50 D8 E6 
7320	接收	 13:24:50.036.0	0x00000737	数据帧	标准帧	8	FC FF FD 6F FF 7F F9 73 
7321	接收	 13:24:50.036.0	0x00000738	数据帧	标准帧	6	04 C9 00 F2 03 00 
7322	接收	 13:24:50.036.0	0x00000739	数据帧	标准帧	8	10 8D 03 4A 03 37 0F 85 
7323	接收	 13:24:50.036.0	0x0000073a	数据帧	标准帧	8	3F 1F 25 F0 FF 00 08 7F 
7324	接收	 13:24:50.036.0	0x0000073b	数据帧	标准帧	8	20 0A 4E 04 FA 03 71 04 
7325	接收	 13:24:50.036.0	0x0000073c	数据帧	标准帧	8	11 DC 04 F8 03 D7 0F 83 
7326	接收	 13:24:50.036.0	0x0000073d	数据帧	标准帧	8	3F 1F 2E F2 FF 00 08 7F 
7327	接收	 13:24:50.036.0	0x0000073e	数据帧	标准帧	8	1D FD C2 01 28 00 29 00 
7328	接收	 13:24:50.036.0	0x0000073f	数据帧	标准帧	8	0E 0A 05 A4 03 CD 0F 83 
7329	接收	 13:24:50.036.0	0x00000740	数据帧	标准帧	8	3F 20 4A F2 FF 00 08 7F 
7330	接收	 13:24:50.036.0	0x00000741	数据帧	标准帧	8	C0 FF 20 01 DC 03 9B 01 
7331	接收	 13:24:50.036.0	0x00000742	数据帧	标准帧	8	14 6C 07 BA 03 74 00 80 
7332	接收	 13:24:50.036.0	0x00000743	数据帧	标准帧	8	3F 21 03 F0 FF 00 08 7F 
7333	接收	 13:24:50.036.0	0x00000744	数据帧	标准帧	8	89 01 FF 7F 00 00 D2 00 
7334	接收	 13:24:50.036.0	0x00000766	数据帧	标准帧	8	F0 1B FE 0E 80 FB 7F 0A 
7335	接收	 13:24:50.036.0	0x00000767	数据帧	标准帧	4	00 80 0F 94 
7336	接收	 13:24:50.036.0	0x00000768	数据帧	标准帧	8	F0 BA 00 0E 80 FB 7F 11 
7337	接收	 13:24:50.036.0	0x00000769	数据帧	标准帧	4	00 80 DE B0 
7338	接收	 13:24:50.036.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
7339	接收	 13:24:50.036.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
7340	接收	 13:24:50.036.0	0x0000076c	数据帧	标准帧	8	C1 4F FD F2 7F FF 7F 0E 
7341	接收	 13:24:50.036.0	0x0000076d	数据帧	标准帧	4	FE 7F 00 80 
7342	接收	 13:24:50.036.0	0x0000076e	数据帧	标准帧	8	C1 A4 03 FF 7F FF 7F 13 
7343	接收	 13:24:50.036.0	0x0000076f	数据帧	标准帧	4	FF 7F 00 80 
7344	接收	 13:24:50.036.0	0x00000728	数据帧	标准帧	3	01 08 00 
7345	接收	 13:24:50.133.0	0x00000700	数据帧	标准帧	8	00 00 00 01 00 00 07 00 
7346	接收	 13:24:50.133.0	0x00000760	数据帧	标准帧	8	00 86 2F 00 00 00 00 00 
7347	接收	 13:24:50.133.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
7348	接收	 13:24:50.133.0	0x00000703	数据帧	标准帧	7	80 01 CA 00 8C FD D3 
7349	接收	 13:24:50.133.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
7350	接收	 13:24:50.133.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
7351	接收	 13:24:50.133.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
7352	接收	 13:24:50.133.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
7353	接收	 13:24:50.133.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
7354	接收	 13:24:50.133.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
7355	接收	 13:24:50.133.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
7356	接收	 13:24:50.133.0	0x00000669	数据帧	标准帧	8	07 10 FA 00 00 07 50 02 
7357	接收	 13:24:50.133.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 52 5A D6 
7358	接收	 13:24:50.133.0	0x00000737	数据帧	标准帧	8	FC FF FE 6F FF 7F 99 75 
7359	接收	 13:24:50.133.0	0x00000738	数据帧	标准帧	6	04 13 00 F2 03 00 
7360	接收	 13:24:50.133.0	0x00000739	数据帧	标准帧	8	10 70 03 4C 03 36 0F 85 
7361	接收	 13:24:50.133.0	0x0000073a	数据帧	标准帧	8	3F 1E 26 F0 FF 00 08 7F 
7362	接收	 13:24:50.133.0	0x0000073b	数据帧	标准帧	8	77 0C 50 04 F4 03 85 04 
7363	接收	 13:24:50.133.0	0x0000073c	数据帧	标准帧	8	0E 05 05 A4 03 C6 0F 83 
7364	接收	 13:24:50.133.0	0x0000073d	数据帧	标准帧	8	3F 20 4B F2 FF 00 08 7F 
7365	接收	 13:24:50.133.0	0x0000073e	数据帧	标准帧	8	81 00 15 01 D8 03 9C 01 
7366	接收	 13:24:50.133.0	0x0000073f	数据帧	标准帧	8	11 DE 04 F8 03 DE 0F 83 
7367	接收	 13:24:50.133.0	0x00000740	数据帧	标准帧	8	3F 1F 2F F2 FF 00 08 7F 
7368	接收	 13:24:50.133.0	0x00000741	数据帧	标准帧	8	E9 FE 4C 01 2F 00 27 00 
7369	接收	 13:24:50.133.0	0x00000742	数据帧	标准帧	8	14 58 07 BA 03 63 00 80 
7370	接收	 13:24:50.133.0	0x00000743	数据帧	标准帧	8	3F 21 04 F0 FF 00 08 7F 
7371	接收	 13:24:50.133.0	0x00000744	数据帧	标准帧	8	E4 01 FF 7F 00 00 D5 00 
7372	接收	 13:24:50.133.0	0x00000766	数据帧	标准帧	8	F0 1A FE 0E 80 30 80 09 
7373	接收	 13:24:50.133.0	0x00000767	数据帧	标准帧	4	00 80 C2 93 
7374	接收	 13:24:50.133.0	0x00000768	数据帧	标准帧	8	F0 BC 00 0E 80 30 80 10 
7375	接收	 13:24:50.133.0	0x00000769	数据帧	标准帧	4	00 80 E0 AF 
7376	接收	 13:24:50.133.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
7377	接收	 13:24:50.133.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
7378	接收	 13:24:50.133.0	0x0000076c	数据帧	标准帧	8	C1 4F FD FF 7F FF 7F 0C 
7379	接收	 13:24:50.133.0	0x0000076d	数据帧	标准帧	4	FE 7F 00 80 
7380	接收	 13:24:50.133.0	0x0000076e	数据帧	标准帧	8	C1 A6 03 FF 7F FF 7F 12 
7381	接收	 13:24:50.133.0	0x0000076f	数据帧	标准帧	4	01 80 00 80 
7382	接收	 13:24:50.133.0	0x00000728	数据帧	标准帧	3	01 08 00 
7383	接收	 13:24:50.250.0	0x00000700	数据帧	标准帧	8	00 00 00 01 00 00 07 00 
7384	接收	 13:24:50.250.0	0x00000760	数据帧	标准帧	8	00 86 2F 00 00 00 00 00 
7385	接收	 13:24:50.250.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
7386	接收	 13:24:50.250.0	0x00000703	数据帧	标准帧	7	80 01 E1 00 A6 FD B4 
7387	接收	 13:24:50.250.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
7388	接收	 13:24:50.250.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
7389	接收	 13:24:50.250.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
7390	接收	 13:24:50.250.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
7391	接收	 13:24:50.250.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
7392	接收	 13:24:50.250.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
7393	接收	 13:24:50.250.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
7394	接收	 13:24:50.250.0	0x00000669	数据帧	标准帧	8	07 10 FA 00 00 07 50 02 
7395	接收	 13:24:50.250.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 50 5E E6 
7396	接收	 13:24:50.250.0	0x00000737	数据帧	标准帧	8	FC FF FD 6F FF 7F 76 73 
7397	接收	 13:24:50.250.0	0x00000738	数据帧	标准帧	6	04 A8 00 F2 03 00 
7398	接收	 13:24:50.250.0	0x00000739	数据帧	标准帧	8	10 45 03 4F 03 3A 0F 85 
7399	接收	 13:24:50.250.0	0x0000073a	数据帧	标准帧	8	3F 1E 27 F0 FF 00 08 7F 
7400	接收	 13:24:50.250.0	0x0000073b	数据帧	标准帧	8	E2 0C CF 04 F8 03 B0 04 
7401	接收	 13:24:50.250.0	0x0000073c	数据帧	标准帧	8	0E FA 04 A4 03 C4 0F 83 
7402	接收	 13:24:50.250.0	0x0000073d	数据帧	标准帧	8	3F 20 4C F2 FF 00 08 7F 
7403	接收	 13:24:50.250.0	0x0000073e	数据帧	标准帧	8	86 00 25 01 DB 03 9E 01 
7404	接收	 13:24:50.250.0	0x0000073f	数据帧	标准帧	8	11 D3 04 F9 03 DC 0F 83 
7405	接收	 13:24:50.250.0	0x00000740	数据帧	标准帧	8	3F 1F 30 F2 FF 00 08 7F 
7406	接收	 13:24:50.250.0	0x00000741	数据帧	标准帧	8	64 FE 2E 01 25 00 22 00 
7407	接收	 13:24:50.250.0	0x00000742	数据帧	标准帧	8	14 67 07 B8 03 80 00 80 
7408	接收	 13:24:50.250.0	0x00000743	数据帧	标准帧	8	3F 21 05 F0 FF 00 08 7F 
7409	接收	 13:24:50.250.0	0x00000744	数据帧	标准帧	8	ED 01 FF 7F 00 00 DC 00 
7410	接收	 13:24:50.250.0	0x00000766	数据帧	标准帧	8	F0 1C FE 0E 80 4F 7F 08 
7411	接收	 13:24:50.250.0	0x00000767	数据帧	标准帧	4	00 80 CD 91 
7412	接收	 13:24:50.250.0	0x00000768	数据帧	标准帧	8	F0 BE 00 0E 80 4F 7F 0F 
7413	接收	 13:24:50.250.0	0x00000769	数据帧	标准帧	4	00 80 C3 B3 
7414	接收	 13:24:50.250.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
7415	接收	 13:24:50.250.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
7416	接收	 13:24:50.250.0	0x0000076c	数据帧	标准帧	8	C1 4B FD FF 7F FF 7F 0C 
7417	接收	 13:24:50.250.0	0x0000076d	数据帧	标准帧	4	FF 7F 00 80 
7418	接收	 13:24:50.250.0	0x0000076e	数据帧	标准帧	8	C1 9E 03 FF 7F FF 7F 12 
7419	接收	 13:24:50.250.0	0x0000076f	数据帧	标准帧	4	FF 7F 00 80 
7420	接收	 13:24:50.250.0	0x00000728	数据帧	标准帧	3	01 08 00 
7421	接收	 13:24:50.281.0	0x00000440	数据帧	标准帧	8	00 00 31 00 00 00 00 00 
7422	接收	 13:24:50.359.0	0x00000700	数据帧	标准帧	8	00 00 00 01 00 00 07 00 
7423	接收	 13:24:50.359.0	0x00000760	数据帧	标准帧	8	00 86 2F 00 00 00 00 00 
7424	接收	 13:24:50.359.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
7425	接收	 13:24:50.359.0	0x00000703	数据帧	标准帧	7	80 01 B4 00 B4 FD A3 
7426	接收	 13:24:50.359.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
7427	接收	 13:24:50.359.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
7428	接收	 13:24:50.359.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
7429	接收	 13:24:50.359.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
7430	接收	 13:24:50.359.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
7431	接收	 13:24:50.359.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
7432	接收	 13:24:50.359.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
7433	接收	 13:24:50.359.0	0x00000669	数据帧	标准帧	8	07 10 FA 00 00 07 60 02 
7434	接收	 13:24:50.359.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 4D C0 9D 
7435	接收	 13:24:50.359.0	0x00000737	数据帧	标准帧	8	FD FF FE 6F FF 7F A3 70 
7436	接收	 13:24:50.359.0	0x00000738	数据帧	标准帧	6	04 F2 00 F2 03 00 
7437	接收	 13:24:50.359.0	0x00000739	数据帧	标准帧	8	10 37 03 4E 03 3A 0F 85 
7438	接收	 13:24:50.359.0	0x0000073a	数据帧	标准帧	8	3F 1E 28 F0 FF 00 08 7F 
7439	接收	 13:24:50.359.0	0x0000073b	数据帧	标准帧	8	16 0C C9 04 F8 03 C4 04 
7440	接收	 13:24:50.359.0	0x0000073c	数据帧	标准帧	8	0E F0 04 A5 03 C0 0F 83 
7441	接收	 13:24:50.359.0	0x0000073d	数据帧	标准帧	8	3F 20 4D F2 FF 00 08 7F 
7442	接收	 13:24:50.359.0	0x0000073e	数据帧	标准帧	8	0C 00 0A 01 DA 03 9E 01 
7443	接收	 13:24:50.359.0	0x0000073f	数据帧	标准帧	8	11 D3 04 FA 03 DB 0F 83 
7444	接收	 13:24:50.359.0	0x00000740	数据帧	标准帧	8	3F 1F 31 F2 FF 00 08 7F 
7445	接收	 13:24:50.359.0	0x00000741	数据帧	标准帧	8	46 FE 00 01 20 00 1F 00 
7446	接收	 13:24:50.359.0	0x00000742	数据帧	标准帧	8	14 66 07 B6 03 7A 00 80 
7447	接收	 13:24:50.359.0	0x00000743	数据帧	标准帧	8	3F 21 06 F0 FF 00 08 7F 
7448	接收	 13:24:50.359.0	0x00000744	数据帧	标准帧	8	34 02 FF 7F 00 00 E0 00 
7449	接收	 13:24:50.359.0	0x00000766	数据帧	标准帧	8	F0 1B FE 0D 80 E5 7F 09 
7450	接收	 13:24:50.359.0	0x00000767	数据帧	标准帧	4	00 80 B6 91 
7451	接收	 13:24:50.359.0	0x00000768	数据帧	标准帧	8	F0 C0 00 0D 80 E5 7F 0F 
7452	接收	 13:24:50.359.0	0x00000769	数据帧	标准帧	4	00 80 C5 B2 
7453	接收	 13:24:50.359.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
7454	接收	 13:24:50.359.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
7455	接收	 13:24:50.359.0	0x0000076c	数据帧	标准帧	8	C1 52 FD FF 7F FF 7F 0B 
7456	接收	 13:24:50.359.0	0x0000076d	数据帧	标准帧	4	00 80 00 80 
7457	接收	 13:24:50.359.0	0x0000076e	数据帧	标准帧	8	C1 9F 03 FF 7F FF 7F 12 
7458	接收	 13:24:50.359.0	0x0000076f	数据帧	标准帧	4	FF 7F 00 80 
7459	接收	 13:24:50.359.0	0x00000728	数据帧	标准帧	3	01 08 00 
7460	接收	 13:24:50.392.0	0x00000440	数据帧	标准帧	8	00 00 31 00 00 00 00 00 
7461	接收	 13:24:50.466.0	0x00000440	数据帧	标准帧	8	00 00 31 00 00 00 00 00 
7462	接收	 13:24:50.466.0	0x00000700	数据帧	标准帧	8	00 00 00 01 00 00 07 00 
7463	接收	 13:24:50.466.0	0x00000760	数据帧	标准帧	8	00 86 2F 00 00 00 00 00 
7464	接收	 13:24:50.466.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
7465	接收	 13:24:50.466.0	0x00000703	数据帧	标准帧	7	80 01 E5 01 42 FD FA 
7466	接收	 13:24:50.466.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
7467	接收	 13:24:50.466.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
7468	接收	 13:24:50.466.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
7469	接收	 13:24:50.466.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
7470	接收	 13:24:50.466.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
7471	接收	 13:24:50.466.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
7472	接收	 13:24:50.466.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
7473	接收	 13:24:50.466.0	0x00000669	数据帧	标准帧	8	07 10 FA 00 00 07 60 02 
7474	接收	 13:24:50.466.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 4B 3B D6 
7475	接收	 13:24:50.466.0	0x00000737	数据帧	标准帧	8	FD FF FD 6F FF 7F EC 6D 
7476	接收	 13:24:50.466.0	0x00000738	数据帧	标准帧	6	04 87 00 F2 03 00 
7477	接收	 13:24:50.466.0	0x00000739	数据帧	标准帧	8	10 16 03 50 03 4A 0F 85 
7478	接收	 13:24:50.466.0	0x0000073a	数据帧	标准帧	8	3F 1E 29 F0 FF 00 08 7F 
7479	接收	 13:24:50.466.0	0x0000073b	数据帧	标准帧	8	C8 0C E2 04 19 00 EF 04 
7480	接收	 13:24:50.466.0	0x0000073c	数据帧	标准帧	8	11 C1 04 FB 03 D7 0F 83 
7481	接收	 13:24:50.466.0	0x0000073d	数据帧	标准帧	8	3F 1F 32 F2 FF 00 08 7F 
7482	接收	 13:24:50.466.0	0x0000073e	数据帧	标准帧	8	BF FD 3B 01 12 00 18 00 
7483	接收	 13:24:50.466.0	0x0000073f	数据帧	标准帧	8	0E E7 04 A6 03 C4 0F 83 
7484	接收	 13:24:50.466.0	0x00000740	数据帧	标准帧	8	3F 20 4E F2 FF 00 08 7F 
7485	接收	 13:24:50.466.0	0x00000741	数据帧	标准帧	8	EF FF D2 00 E2 03 9E 01 
7486	接收	 13:24:50.466.0	0x00000742	数据帧	标准帧	8	14 68 07 B6 03 80 00 80 
7487	接收	 13:24:50.466.0	0x00000743	数据帧	标准帧	8	3F 21 07 F0 FF 00 08 7F 
7488	接收	 13:24:50.466.0	0x00000744	数据帧	标准帧	8	9C 00 FF 7F 00 00 E2 00 
7489	接收	 13:24:50.466.0	0x00000766	数据帧	标准帧	8	F0 1A FE 0A 80 62 7F 08 
7490	接收	 13:24:50.466.0	0x00000767	数据帧	标准帧	4	00 80 45 91 
7491	接收	 13:24:50.466.0	0x00000768	数据帧	标准帧	8	F0 C1 00 0A 80 62 7F 0F 
7492	接收	 13:24:50.466.0	0x00000769	数据帧	标准帧	4	00 80 D0 B0 
