序号	传输方向	时间戳	ID	帧格式	帧类型	长度	数据	
288037	接收	 15:02:03.870.0	0x0000076f	数据帧	标准帧	4	EF 7F 00 80 
288038	接收	 15:02:03.870.0	0x00000728	数据帧	标准帧	3	01 08 00 
288039	接收	 15:02:03.958.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
288040	接收	 15:02:03.958.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
288041	接收	 15:02:03.958.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
288042	接收	 15:02:03.958.0	0x00000703	数据帧	标准帧	7	80 01 07 01 9C FE 88 
288043	接收	 15:02:03.958.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
288044	接收	 15:02:03.958.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
288045	接收	 15:02:03.958.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
288046	接收	 15:02:03.958.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
288047	接收	 15:02:03.958.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
288048	接收	 15:02:03.958.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
288049	接收	 15:02:03.958.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
288050	接收	 15:02:03.958.0	0x00000669	数据帧	标准帧	8	20 00 00 00 00 20 00 00 
288051	接收	 15:02:03.958.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
288052	接收	 15:02:03.958.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
288053	接收	 15:02:03.958.0	0x00000738	数据帧	标准帧	6	00 AE 00 02 03 00 
288054	接收	 15:02:03.958.0	0x00000766	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288055	接收	 15:02:03.958.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
288056	接收	 15:02:03.958.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288057	接收	 15:02:03.958.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
288058	接收	 15:02:03.958.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
288059	接收	 15:02:03.958.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
288060	接收	 15:02:03.958.0	0x0000076c	数据帧	标准帧	8	C1 9B FC ED 7E FF 7F 00 
288061	接收	 15:02:03.958.0	0x0000076d	数据帧	标准帧	4	04 80 00 80 
288062	接收	 15:02:03.958.0	0x0000076e	数据帧	标准帧	8	C1 6D 03 AB 7E FF 7F 0B 
288063	接收	 15:02:03.958.0	0x0000076f	数据帧	标准帧	4	ED 7F 00 80 
288064	接收	 15:02:03.958.0	0x00000728	数据帧	标准帧	3	01 08 00 
288065	接收	 15:02:04.068.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
288066	接收	 15:02:04.068.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
288067	接收	 15:02:04.068.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
288068	接收	 15:02:04.068.0	0x00000703	数据帧	标准帧	7	80 00 FB 00 5F FF 4E 
288069	接收	 15:02:04.068.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
288070	接收	 15:02:04.068.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
288071	接收	 15:02:04.068.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
288072	接收	 15:02:04.068.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
288073	接收	 15:02:04.068.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
288074	接收	 15:02:04.068.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
288075	接收	 15:02:04.068.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
288076	接收	 15:02:04.068.0	0x00000669	数据帧	标准帧	8	20 00 00 00 00 20 00 00 
288077	接收	 15:02:04.068.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
288078	接收	 15:02:04.068.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
288079	接收	 15:02:04.068.0	0x00000738	数据帧	标准帧	6	00 43 00 02 03 00 
288080	接收	 15:02:04.068.0	0x00000766	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288081	接收	 15:02:04.068.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
288082	接收	 15:02:04.068.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288083	接收	 15:02:04.068.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
288084	接收	 15:02:04.068.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
288085	接收	 15:02:04.068.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
288086	接收	 15:02:04.068.0	0x0000076c	数据帧	标准帧	8	C2 9B FC ED 7E FF 7F 00 
288087	接收	 15:02:04.068.0	0x0000076d	数据帧	标准帧	4	04 80 00 80 
288088	接收	 15:02:04.068.0	0x0000076e	数据帧	标准帧	8	C2 6D 03 AB 7E FF 7F 0B 
288089	接收	 15:02:04.068.0	0x0000076f	数据帧	标准帧	4	ED 7F 00 80 
288090	接收	 15:02:04.068.0	0x00000728	数据帧	标准帧	3	01 08 00 
288091	接收	 15:02:04.158.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
288092	接收	 15:02:04.158.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
288093	接收	 15:02:04.158.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
288094	接收	 15:02:04.158.0	0x00000703	数据帧	标准帧	7	80 01 52 00 10 FE 92 
288095	接收	 15:02:04.158.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
288096	接收	 15:02:04.158.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
288097	接收	 15:02:04.158.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
288098	接收	 15:02:04.158.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
288099	接收	 15:02:04.158.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
288100	接收	 15:02:04.158.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
288101	接收	 15:02:04.158.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
288102	接收	 15:02:04.158.0	0x00000669	数据帧	标准帧	8	20 00 00 00 00 20 00 00 
288103	接收	 15:02:04.158.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
288104	接收	 15:02:04.158.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
288105	接收	 15:02:04.158.0	0x00000738	数据帧	标准帧	6	00 8D 00 02 03 00 
288106	接收	 15:02:04.158.0	0x00000766	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288107	接收	 15:02:04.158.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
288108	接收	 15:02:04.158.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288109	接收	 15:02:04.158.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
288110	接收	 15:02:04.158.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
288111	接收	 15:02:04.158.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
288112	接收	 15:02:04.158.0	0x0000076c	数据帧	标准帧	8	C2 9B FC ED 7E FF 7F 00 
288113	接收	 15:02:04.158.0	0x0000076d	数据帧	标准帧	4	04 80 00 80 
288114	接收	 15:02:04.158.0	0x0000076e	数据帧	标准帧	8	C2 6D 03 AB 7E FF 7F 0B 
288115	接收	 15:02:04.158.0	0x0000076f	数据帧	标准帧	4	ED 7F 00 80 
288116	接收	 15:02:04.158.0	0x00000728	数据帧	标准帧	3	01 08 00 
288117	接收	 15:02:04.257.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
288118	接收	 15:02:04.257.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
288119	接收	 15:02:04.257.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
288120	接收	 15:02:04.257.0	0x00000703	数据帧	标准帧	7	80 01 2B 00 59 FE 7F 
288121	接收	 15:02:04.257.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
288122	接收	 15:02:04.257.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
288123	接收	 15:02:04.257.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
288124	接收	 15:02:04.257.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
288125	接收	 15:02:04.257.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
288126	接收	 15:02:04.257.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
288127	接收	 15:02:04.257.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
288128	接收	 15:02:04.257.0	0x00000669	数据帧	标准帧	8	20 00 00 00 00 20 00 00 
288129	接收	 15:02:04.257.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
288130	接收	 15:02:04.257.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
288131	接收	 15:02:04.257.0	0x00000738	数据帧	标准帧	6	00 D7 00 02 03 00 
288132	接收	 15:02:04.257.0	0x00000766	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288133	接收	 15:02:04.257.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
288134	接收	 15:02:04.257.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288135	接收	 15:02:04.257.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
288136	接收	 15:02:04.257.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
288137	接收	 15:02:04.257.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
288138	接收	 15:02:04.257.0	0x0000076c	数据帧	标准帧	8	C2 9B FC ED 7E FF 7F 00 
288139	接收	 15:02:04.257.0	0x0000076d	数据帧	标准帧	4	04 80 00 80 
288140	接收	 15:02:04.257.0	0x0000076e	数据帧	标准帧	8	C2 6D 03 AB 7E FF 7F 0B 
288141	接收	 15:02:04.257.0	0x0000076f	数据帧	标准帧	4	ED 7F 00 80 
288142	接收	 15:02:04.257.0	0x00000728	数据帧	标准帧	3	01 08 00 
288143	接收	 15:02:04.356.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
288144	接收	 15:02:04.356.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
288145	接收	 15:02:04.356.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
288146	接收	 15:02:04.356.0	0x00000703	数据帧	标准帧	7	80 01 26 00 09 FE 83 
288147	接收	 15:02:04.356.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
288148	接收	 15:02:04.356.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
288149	接收	 15:02:04.356.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
288150	接收	 15:02:04.356.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
288151	接收	 15:02:04.356.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
288152	接收	 15:02:04.356.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
288153	接收	 15:02:04.356.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
288154	接收	 15:02:04.356.0	0x00000669	数据帧	标准帧	8	20 00 00 00 00 20 00 00 
288155	接收	 15:02:04.356.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
288156	接收	 15:02:04.356.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
288157	接收	 15:02:04.356.0	0x00000738	数据帧	标准帧	6	00 6C 00 02 03 00 
288158	接收	 15:02:04.356.0	0x00000766	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288159	接收	 15:02:04.356.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
288160	接收	 15:02:04.356.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288161	接收	 15:02:04.356.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
288162	接收	 15:02:04.356.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
288163	接收	 15:02:04.356.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
288164	接收	 15:02:04.356.0	0x0000076c	数据帧	标准帧	8	C1 96 FC D0 7E FF 7F 07 
288165	接收	 15:02:04.356.0	0x0000076d	数据帧	标准帧	4	06 80 00 80 
288166	接收	 15:02:04.356.0	0x0000076e	数据帧	标准帧	8	C2 6D 03 AB 7E FF 7F 0B 
288167	接收	 15:02:04.356.0	0x0000076f	数据帧	标准帧	4	ED 7F 00 80 
288168	接收	 15:02:04.356.0	0x00000728	数据帧	标准帧	3	01 08 00 
288169	接收	 15:02:04.423.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
288170	接收	 15:02:04.423.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
288171	接收	 15:02:04.423.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
288172	接收	 15:02:04.423.0	0x00000703	数据帧	标准帧	7	80 01 21 FF 8A FE 2F 
288173	接收	 15:02:04.423.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
288174	接收	 15:02:04.423.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
288175	接收	 15:02:04.423.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
288176	接收	 15:02:04.423.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
288177	接收	 15:02:04.423.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
288178	接收	 15:02:04.423.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
288179	接收	 15:02:04.423.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
288180	接收	 15:02:04.423.0	0x00000669	数据帧	标准帧	8	20 00 00 00 00 20 00 00 
288181	接收	 15:02:04.423.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
288182	接收	 15:02:04.423.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
288183	接收	 15:02:04.423.0	0x00000738	数据帧	标准帧	6	00 B6 00 02 03 00 
288184	接收	 15:02:04.423.0	0x00000766	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288185	接收	 15:02:04.423.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
288186	接收	 15:02:04.423.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288187	接收	 15:02:04.423.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
288188	接收	 15:02:04.423.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
288189	接收	 15:02:04.423.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
288190	接收	 15:02:04.423.0	0x0000076c	数据帧	标准帧	8	C2 96 FC D0 7E FF 7F 07 
288191	接收	 15:02:04.423.0	0x0000076d	数据帧	标准帧	4	06 80 00 80 
288192	接收	 15:02:04.423.0	0x0000076e	数据帧	标准帧	8	C1 23 03 FF 7F FF 7F 0A 
288193	接收	 15:02:04.423.0	0x0000076f	数据帧	标准帧	4	EA 7F 00 80 
288194	接收	 15:02:04.423.0	0x00000728	数据帧	标准帧	3	01 08 00 
288195	接收	 15:02:04.532.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
288196	接收	 15:02:04.532.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
288197	接收	 15:02:04.532.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
288198	接收	 15:02:04.532.0	0x00000703	数据帧	标准帧	7	80 01 3F FF 91 FF 0A 
288199	接收	 15:02:04.532.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
288200	接收	 15:02:04.532.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
288201	接收	 15:02:04.532.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
288202	接收	 15:02:04.532.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
288203	接收	 15:02:04.532.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
288204	接收	 15:02:04.532.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
288205	接收	 15:02:04.532.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
288206	接收	 15:02:04.532.0	0x00000669	数据帧	标准帧	8	20 00 00 00 00 20 00 00 
288207	接收	 15:02:04.532.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
288208	接收	 15:02:04.532.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
288209	接收	 15:02:04.532.0	0x00000738	数据帧	标准帧	6	00 01 00 02 03 00 
288210	接收	 15:02:04.532.0	0x00000766	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288211	接收	 15:02:04.532.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
288212	接收	 15:02:04.532.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288213	接收	 15:02:04.532.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
288214	接收	 15:02:04.532.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
288215	接收	 15:02:04.532.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
288216	接收	 15:02:04.532.0	0x0000076c	数据帧	标准帧	8	C2 96 FC D0 7E FF 7F 07 
288217	接收	 15:02:04.532.0	0x0000076d	数据帧	标准帧	4	06 80 00 80 
288218	接收	 15:02:04.532.0	0x0000076e	数据帧	标准帧	8	C2 23 03 FF 7F FF 7F 0A 
288219	接收	 15:02:04.532.0	0x0000076f	数据帧	标准帧	4	EA 7F 00 80 
288220	接收	 15:02:04.532.0	0x00000728	数据帧	标准帧	3	01 08 00 
288221	接收	 15:02:04.629.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
288222	接收	 15:02:04.629.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
288223	接收	 15:02:04.629.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
288224	接收	 15:02:04.629.0	0x00000703	数据帧	标准帧	7	80 01 28 FF 9F FE 06 
288225	接收	 15:02:04.629.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
288226	接收	 15:02:04.629.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
288227	接收	 15:02:04.629.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
288228	接收	 15:02:04.629.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
288229	接收	 15:02:04.629.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
288230	接收	 15:02:04.629.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
288231	接收	 15:02:04.629.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
288232	接收	 15:02:04.629.0	0x00000669	数据帧	标准帧	8	20 00 00 00 00 20 00 00 
288233	接收	 15:02:04.629.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
288234	接收	 15:02:04.629.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
288235	接收	 15:02:04.629.0	0x00000738	数据帧	标准帧	6	00 95 00 02 03 00 
288236	接收	 15:02:04.629.0	0x00000766	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288237	接收	 15:02:04.630.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
288238	接收	 15:02:04.630.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288239	接收	 15:02:04.630.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
288240	接收	 15:02:04.630.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
288241	接收	 15:02:04.630.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
288242	接收	 15:02:04.630.0	0x0000076c	数据帧	标准帧	8	C2 96 FC D0 7E FF 7F 07 
288243	接收	 15:02:04.630.0	0x0000076d	数据帧	标准帧	4	06 80 00 80 
288244	接收	 15:02:04.630.0	0x0000076e	数据帧	标准帧	8	C2 23 03 FF 7F FF 7F 0A 
288245	接收	 15:02:04.630.0	0x0000076f	数据帧	标准帧	4	EA 7F 00 80 
288246	接收	 15:02:04.630.0	0x00000728	数据帧	标准帧	3	01 08 00 
288247	接收	 15:02:04.745.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
288248	接收	 15:02:04.745.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
288249	接收	 15:02:04.745.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
288250	接收	 15:02:04.745.0	0x00000703	数据帧	标准帧	7	80 01 16 00 19 FE 50 
288251	接收	 15:02:04.745.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
288252	接收	 15:02:04.745.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
288253	接收	 15:02:04.745.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
288254	接收	 15:02:04.745.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
288255	接收	 15:02:04.745.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
288256	接收	 15:02:04.745.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
288257	接收	 15:02:04.745.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
288258	接收	 15:02:04.745.0	0x00000669	数据帧	标准帧	8	20 00 00 00 00 20 00 00 
288259	接收	 15:02:04.745.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
288260	接收	 15:02:04.745.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
288261	接收	 15:02:04.745.0	0x00000738	数据帧	标准帧	6	00 DF 00 02 03 00 
288262	接收	 15:02:04.745.0	0x00000766	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288263	接收	 15:02:04.745.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
288264	接收	 15:02:04.745.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288265	接收	 15:02:04.745.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
288266	接收	 15:02:04.745.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
288267	接收	 15:02:04.745.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
288268	接收	 15:02:04.745.0	0x0000076c	数据帧	标准帧	8	C2 96 FC D0 7E FF 7F 07 
288269	接收	 15:02:04.745.0	0x0000076d	数据帧	标准帧	4	06 80 00 80 
288270	接收	 15:02:04.745.0	0x0000076e	数据帧	标准帧	8	C2 23 03 FF 7F FF 7F 0A 
288271	接收	 15:02:04.745.0	0x0000076f	数据帧	标准帧	4	EA 7F 00 80 
288272	接收	 15:02:04.745.0	0x00000728	数据帧	标准帧	3	01 08 00 
288273	接收	 15:02:04.822.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
288274	接收	 15:02:04.822.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
288275	接收	 15:02:04.822.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
288276	接收	 15:02:04.822.0	0x00000703	数据帧	标准帧	7	80 01 67 01 44 FB 2F 
288277	接收	 15:02:04.822.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
288278	接收	 15:02:04.822.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
288279	接收	 15:02:04.822.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
288280	接收	 15:02:04.822.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
288281	接收	 15:02:04.822.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
288282	接收	 15:02:04.822.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
288283	接收	 15:02:04.822.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
288284	接收	 15:02:04.822.0	0x00000669	数据帧	标准帧	8	20 00 00 00 00 20 00 00 
288285	接收	 15:02:04.822.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
288286	接收	 15:02:04.822.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
288287	接收	 15:02:04.822.0	0x00000738	数据帧	标准帧	6	00 2A 00 02 03 00 
288288	接收	 15:02:04.822.0	0x00000766	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288289	接收	 15:02:04.822.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
288290	接收	 15:02:04.822.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
288291	接收	 15:02:04.822.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
288292	接收	 15:02:04.822.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
288293	接收	 15:02:04.822.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
288294	接收	 15:02:04.822.0	0x0000076c	数据帧	标准帧	8	C1 99 FC 1B 7F FF 7F 00 
288295	接收	 15:02:04.822.0	0x0000076d	数据帧	标准帧	4	03 80 00 80 
288296	接收	 15:02:04.822.0	0x0000076e	数据帧	标准帧	8	C2 23 03 FF 7F FF 7F 0A 
288297	接收	 15:02:04.822.0	0x0000076f	数据帧	标准帧	4	EA 7F 00 80 
288298	接收	 15:02:04.822.0	0x00000728	数据帧	标准帧	3	01 08 00 
288299	接收	 15:02:04.936.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
288300	接收	 15:02:04.936.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
288301	接收	 15:02:04.936.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
288302	接收	 15:02:04.936.0	0x00000703	数据帧	标准帧	7	80 01 27 01 1F FD 19 
288303	接收	 15:02:04.936.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
